user,username,item,item_name,rating,year
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2022-09-30
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2022-09-30
DOID_10763,hypertension,CHEBI_367163,darunavir,-1,2022-09-30
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2023-01-13
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2023-01-13
DOID_10763,hypertension,CHEBI_367163,darunavir,-1,2023-01-13
DOID_526,hiv infection,CHEBI_63613,nevirapine,1,2021-08-12
DOID_1205,hypersensitivity,CHEBI_63613,nevirapine,-1,2021-08-12
DOID_2237,hepatitis,CHEBI_63613,nevirapine,-1,2021-08-12
DOID_2841,asthma,CHEBI_5147,formoterol,1,2019-12-17
DOID_3083,copd,CHEBI_5147,formoterol,1,2019-12-17
DOID_0080826,nocturnal asthma,CHEBI_5147,formoterol,1,2019-12-17
DOID_1205,hypersensitivity,CHEBI_5147,formoterol,-1,2019-12-17
DOID_2841,asthma,CHEBI_31633,formoterol fumarate,1,2019-12-17
DOID_3083,copd,CHEBI_31633,formoterol fumarate,1,2019-12-17
DOID_0080826,nocturnal asthma,CHEBI_31633,formoterol fumarate,1,2019-12-17
DOID_1205,hypersensitivity,CHEBI_31633,formoterol fumarate,-1,2019-12-17
DOID_2237,hepatitis,CHEBI_63577,lamivudine,1,2022-02-28
DOID_2043,chronic hepatitis b,CHEBI_63577,lamivudine,1,2022-02-28
DOID_1205,hypersensitivity,CHEBI_63577,lamivudine,-1,2022-02-28
DOID_526,hiv infection,CHEBI_119486,efavirenz,1,2022-05-12
DOID_1205,hypersensitivity,CHEBI_119486,efavirenz,-1,2022-05-12
DOID_4500,hypokalemia,CHEBI_119486,efavirenz,-1,2022-05-12
DOID_526,hiv infection,CHEBI_37924,atazanavir,1,2021-05-26
DOID_1205,hypersensitivity,CHEBI_37924,atazanavir,-1,2021-05-26
DOID_10763,hypertension,CHEBI_37924,atazanavir,-1,2021-05-26
DOID_1875,erectile dysfunction,CHEBI_37924,atazanavir,-1,2021-05-26
DOID_526,hiv infection,CHEBI_16189,sulfate,1,2021-05-26
DOID_1205,hypersensitivity,CHEBI_16189,sulfate,-1,2021-05-26
DOID_10763,hypertension,CHEBI_16189,sulfate,-1,2021-05-26
DOID_1875,erectile dysfunction,CHEBI_16189,sulfate,-1,2021-05-26
DOID_526,hiv infection,CHEBI_31243,atazanavir sulfate,1,2021-05-26
DOID_1205,hypersensitivity,CHEBI_31243,atazanavir sulfate,-1,2021-05-26
DOID_10763,hypertension,CHEBI_31243,atazanavir sulfate,-1,2021-05-26
DOID_1875,erectile dysfunction,CHEBI_31243,atazanavir sulfate,-1,2021-05-26
DOID_526,hiv infection,CHEBI_63577,lamivudine,1,2020-06-12
DOID_1205,hypersensitivity,CHEBI_63577,lamivudine,-1,2020-06-12
DOID_526,hiv infection,CHEBI_63613,nevirapine,1,2022-08-24
DOID_1205,hypersensitivity,CHEBI_63613,nevirapine,-1,2022-08-24
DOID_2237,hepatitis,CHEBI_63613,nevirapine,-1,2022-08-24
DOID_2237,hepatitis,CHEBI_63577,lamivudine,1,2019-09-16
DOID_2043,chronic hepatitis b,CHEBI_63577,lamivudine,1,2019-09-16
DOID_1205,hypersensitivity,CHEBI_63577,lamivudine,-1,2019-09-16
DOID_526,hiv infection,CHEBI_37924,atazanavir,1,2021-07-06
DOID_1205,hypersensitivity,CHEBI_37924,atazanavir,-1,2021-07-06
DOID_10763,hypertension,CHEBI_37924,atazanavir,-1,2021-07-06
DOID_1875,erectile dysfunction,CHEBI_37924,atazanavir,-1,2021-07-06
DOID_526,hiv infection,CHEBI_16189,sulfate,1,2021-07-06
DOID_1205,hypersensitivity,CHEBI_16189,sulfate,-1,2021-07-06
DOID_10763,hypertension,CHEBI_16189,sulfate,-1,2021-07-06
DOID_1875,erectile dysfunction,CHEBI_16189,sulfate,-1,2021-07-06
DOID_526,hiv infection,CHEBI_31243,atazanavir sulfate,1,2021-07-06
DOID_1205,hypersensitivity,CHEBI_31243,atazanavir sulfate,-1,2021-07-06
DOID_10763,hypertension,CHEBI_31243,atazanavir sulfate,-1,2021-07-06
DOID_1875,erectile dysfunction,CHEBI_31243,atazanavir sulfate,-1,2021-07-06
DOID_2841,asthma,CHEBI_2659,aminophylline,1,2019-05-24
DOID_1205,hypersensitivity,CHEBI_2659,aminophylline,-1,2019-05-24
DOID_13268,porphyria,CHEBI_2659,aminophylline,-1,2019-05-24
DOID_3133,acute porphyria,CHEBI_2659,aminophylline,-1,2019-05-24
DOID_2841,asthma,CHEBI_35505,hydrate,1,2019-05-24
DOID_1205,hypersensitivity,CHEBI_35505,hydrate,-1,2019-05-24
DOID_13268,porphyria,CHEBI_35505,hydrate,-1,2019-05-24
DOID_3133,acute porphyria,CHEBI_35505,hydrate,-1,2019-05-24
DOID_526,hiv infection,CHEBI_45409,ritonavir,1,2023-01-13
DOID_1205,hypersensitivity,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_13189,gout,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_13141,uveitis,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_423,myopathy,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2022-09-30
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2022-09-30
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2021-07-15
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2021-07-15
DOID_526,hiv infection,CHEBI_63613,nevirapine,1,2022-08-12
DOID_1205,hypersensitivity,CHEBI_63613,nevirapine,-1,2022-08-12
DOID_2237,hepatitis,CHEBI_63613,nevirapine,-1,2022-08-12
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2021-07-15
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2021-07-15
DOID_526,hiv infection,CHEBI_63613,nevirapine,1,2019-01-28
DOID_1205,hypersensitivity,CHEBI_63613,nevirapine,-1,2019-01-28
DOID_2237,hepatitis,CHEBI_63613,nevirapine,-1,2019-01-28
DOID_526,hiv infection,CHEBI_45409,ritonavir,1,2023-01-13
DOID_1205,hypersensitivity,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_13189,gout,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_13141,uveitis,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_423,myopathy,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_10763,hypertension,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_1875,erectile dysfunction,CHEBI_45409,ritonavir,-1,2023-01-13
DOID_526,hiv infection,CHEBI_45409,ritonavir,1,2021-09-12
DOID_1205,hypersensitivity,CHEBI_45409,ritonavir,-1,2021-09-12
DOID_13189,gout,CHEBI_45409,ritonavir,-1,2021-09-12
DOID_13141,uveitis,CHEBI_45409,ritonavir,-1,2021-09-12
DOID_423,myopathy,CHEBI_45409,ritonavir,-1,2021-09-12
DOID_10763,hypertension,CHEBI_45409,ritonavir,-1,2021-09-12
DOID_1875,erectile dysfunction,CHEBI_45409,ritonavir,-1,2021-09-12
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2021-06-21
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2021-06-21
DOID_526,hiv infection,CHEBI_29805,glycolate,1,2021-06-21
DOID_1205,hypersensitivity,CHEBI_29805,glycolate,-1,2021-06-21
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2021-06-21
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2021-06-21
DOID_526,hiv infection,CHEBI_29805,glycolate,1,2021-06-21
DOID_1205,hypersensitivity,CHEBI_29805,glycolate,-1,2021-06-21
DOID_526,hiv infection,CHEBI_421707,abacavir,1,2021-11-23
DOID_1205,hypersensitivity,CHEBI_421707,abacavir,-1,2021-11-23
DOID_526,hiv infection,CHEBI_16189,sulfate,1,2021-11-23
DOID_1205,hypersensitivity,CHEBI_16189,sulfate,-1,2021-11-23
DOID_526,hiv infection,CHEBI_2361,abacavir sulfate,1,2021-11-23
DOID_1205,hypersensitivity,CHEBI_2361,abacavir sulfate,-1,2021-11-23
DOID_2237,hepatitis,CHEBI_85083,sofosbuvir,1,2021-05-11
DOID_1883,hepatitis c,CHEBI_85083,sofosbuvir,1,2021-05-11
DOID_1205,hypersensitivity,CHEBI_85083,sofosbuvir,-1,2021-05-11
DOID_526,hiv infection,CHEBI_421707,abacavir,1,2022-01-12
DOID_1205,hypersensitivity,CHEBI_421707,abacavir,-1,2022-01-12
DOID_526,hiv infection,CHEBI_421707,abacavir,1,2021-01-14
DOID_1205,hypersensitivity,CHEBI_421707,abacavir,-1,2021-01-14
DOID_526,hiv infection,CHEBI_16189,sulfate,1,2021-01-14
DOID_1205,hypersensitivity,CHEBI_16189,sulfate,-1,2021-01-14
DOID_526,hiv infection,CHEBI_2361,abacavir sulfate,1,2021-01-14
DOID_1205,hypersensitivity,CHEBI_2361,abacavir sulfate,-1,2021-01-14
DOID_526,hiv infection,CHEBI_37924,atazanavir,1,2021-06-12
DOID_1205,hypersensitivity,CHEBI_37924,atazanavir,-1,2021-06-12
DOID_10763,hypertension,CHEBI_37924,atazanavir,-1,2021-06-12
DOID_1875,erectile dysfunction,CHEBI_37924,atazanavir,-1,2021-06-12
DOID_2841,asthma,CHEBI_9011,salmeterol,1,2023-11-18
DOID_3083,copd,CHEBI_9011,salmeterol,1,2023-11-18
DOID_0080826,nocturnal asthma,CHEBI_9011,salmeterol,1,2023-11-18
DOID_1205,hypersensitivity,CHEBI_9011,salmeterol,-1,2023-11-18
DOID_2841,asthma,CHEBI_9012,salmeterol xinafoate,1,2023-11-18
DOID_3083,copd,CHEBI_9012,salmeterol xinafoate,1,2023-11-18
DOID_0080826,nocturnal asthma,CHEBI_9012,salmeterol xinafoate,1,2023-11-18
DOID_1205,hypersensitivity,CHEBI_9012,salmeterol xinafoate,-1,2023-11-18
DOID_9362,status asthmaticus,CHEBI_2659,aminophylline,1,2022-08-16
DOID_1205,hypersensitivity,CHEBI_2659,aminophylline,-1,2022-08-16
DOID_13268,porphyria,CHEBI_2659,aminophylline,-1,2022-08-16
DOID_3133,acute porphyria,CHEBI_2659,aminophylline,-1,2022-08-16
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2022-09-30
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2022-09-30
DOID_10763,hypertension,CHEBI_367163,darunavir,-1,2022-09-30
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2022-11-12
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2022-11-12
DOID_10763,hypertension,CHEBI_367163,darunavir,-1,2022-11-12
DOID_526,hiv infection,CHEBI_63613,nevirapine,1,2019-07-12
DOID_1205,hypersensitivity,CHEBI_63613,nevirapine,-1,2019-07-12
DOID_2237,hepatitis,CHEBI_63613,nevirapine,-1,2019-07-12
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2021-06-21
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2021-06-21
DOID_526,hiv infection,CHEBI_29805,glycolate,1,2021-06-21
DOID_1205,hypersensitivity,CHEBI_29805,glycolate,-1,2021-06-21
DOID_2237,hepatitis,CHEBI_52999,interferon,1,2022-01-14
DOID_2043,hepatitis b,CHEBI_52999,interferon,1,2022-01-14
DOID_1883,hepatitis c,CHEBI_52999,interferon,1,2022-01-14
DOID_2237,hepatitis,CHEBI_13643,glycol,1,2022-01-14
DOID_2043,hepatitis b,CHEBI_13643,glycol,1,2022-01-14
DOID_1883,hepatitis c,CHEBI_13643,glycol,1,2022-01-14
DOID_2841,asthma,CHEBI_9011,salmeterol,1,2019-11-25
DOID_3083,copd,CHEBI_9011,salmeterol,1,2019-11-25
DOID_0080826,nocturnal asthma,CHEBI_9011,salmeterol,1,2019-11-25
DOID_1205,hypersensitivity,CHEBI_9011,salmeterol,-1,2019-11-25
DOID_2841,asthma,CHEBI_9012,salmeterol xinafoate,1,2019-11-25
DOID_3083,copd,CHEBI_9012,salmeterol xinafoate,1,2019-11-25
DOID_0080826,nocturnal asthma,CHEBI_9012,salmeterol xinafoate,1,2019-11-25
DOID_1205,hypersensitivity,CHEBI_9012,salmeterol xinafoate,-1,2019-11-25
DOID_526,hiv infection,CHEBI_367163,darunavir,1,2023-10-01
DOID_1205,hypersensitivity,CHEBI_367163,darunavir,-1,2023-10-01
DOID_10763,hypertension,CHEBI_367163,darunavir,-1,2023-10-01
DOID_526,hiv infection,CHEBI_63577,lamivudine,1,2020-06-12
DOID_1205,hypersensitivity,CHEBI_63577,lamivudine,-1,2020-06-12
DOID_526,hiv infection,CHEBI_37924,atazanavir,1,2022-02-12
DOID_1205,hypersensitivity,CHEBI_37924,atazanavir,-1,2022-02-12
DOID_10763,hypertension,CHEBI_37924,atazanavir,-1,2022-02-12
DOID_1875,erectile dysfunction,CHEBI_37924,atazanavir,-1,2022-02-12
DOID_526,hiv infection,CHEBI_119486,efavirenz,1,2022-08-24
DOID_1205,hypersensitivity,CHEBI_119486,efavirenz,-1,2022-08-24
DOID_4500,hypokalemia,CHEBI_119486,efavirenz,-1,2022-08-24
